Hexagonal bar,5.0,kg/m,6.099
Hexagonal bar,5.5,kg/m,7.299
Hexagonal bar,6.0,kg/m,8.699
Hexagonal bar,6.5,kg/m,0.102
Hexagonal bar,7.0,kg/m,0.118
Hexagonal bar,7.5,kg/m,0.136
Hexagonal bar,8.0,kg/m,0.155
Hexagonal bar,8.5,kg/m,0.175
Hexagonal bar,9.0,kg/m,0.196
Hexagonal bar,9.5,kg/m,0.219
Hexagonal bar,10.0,kg/m,0.241
Hexagonal bar,10.5,kg/m,0.267
Hexagonal bar,11.0,kg/m,0.292
Hexagonal bar,11.5,kg/m,0.321
Hexagonal bar,12.0,kg/m,0.348
Hexagonal bar,13.0,kg/m,0.41
Hexagonal bar,14.0,kg/m,0.475
Hexagonal bar,15.0,kg/m,0.546
Hexagonal bar,16.0,kg/m,0.621
Hexagonal bar,17.0,kg/m,0.7
Hexagonal bar,18.0,kg/m,0.786
Hexagonal bar,19.0,kg/m,0.875
Hexagonal bar,20.0,kg/m,0.969
Hexagonal bar,21.0,kg/m,1.07
Hexagonal bar,22.0,kg/m,1.173
Hexagonal bar,24.0,kg/m,1.397
Hexagonal bar,25.0,kg/m,1.516
Hexagonal bar,26.0,kg/m,1.639
Hexagonal bar,27.0,kg/m,1.768
Hexagonal bar,28.0,kg/m,1.901
Hexagonal bar,30.0,kg/m,2.181
Hexagonal bar,32.0,kg/m,2.483
Hexagonal bar,34.0,kg/m,2.802
Hexagonal bar,35.0,kg/m,2.97
Hexagonal bar,36.0,kg/m,3.142
Hexagonal bar,38.0,kg/m,3.501
Hexagonal bar,40.0,kg/m,3.879
Hexagonal bar,41.0,kg/m,4.075
Hexagonal bar,42.0,kg/m,4.277
Hexagonal bar,45.0,kg/m,4.91
Hexagonal bar,46.0,kg/m,5.131
Hexagonal bar,48.0,kg/m,5.586
Hexagonal bar,50.0,kg/m,6.062
Hexagonal bar,51.0,kg/m,6.307
Hexagonal bar,52.0,kg/m,6.557
Hexagonal bar,58.0,kg/m,8.157
Hexagonal bar,59.0,kg/m,
Hexagonal bar,60.0,kg/m,8.73
Hexagonal bar,62.0,kg/m,
Hexagonal bar,63.0,kg/m,
Hexagonal bar,65.0,kg/m,10.25
Hexagonal bar,70.0,kg/m,11.88
Hexagonal bar,75.0,kg/m,13.64
Hexagonal bar,80.0,kg/m,15.52
Hexagonal bar,85.0,kg/m,17.52
Hexagonal bar,90.0,kg/m,19.64
Hexagonal bar,95.0,kg/m,21.87
Hexagonal bar,100.0,kg/m,24.25
Hexagonal bar,105.0,kg/m,26.73
Hexagonal bar,110.0,kg/m,29.34
Hexagonal bar,115.0,kg/m,32.07
Hexagonal bar,120.0,kg/m,34.92
Hexagonal bar,125.0,kg/m,37.89
Hexagonal bar,130.0,kg/m,40.98
Hexagonal bar,135.0,kg/m,44.18
Hexagonal bar,140.0,kg/m,47.53
Hexagonal bar,145.0,kg/m,50.98
Hexagonal bar,150.0,kg/m,54.56
Hexagonal bar,160.0,kg/m,62.07
Hexagonal bar,170.0,kg/m,70.07
Hexagonal bar,180.0,kg/m,78.56
Hexagonal bar,190.0,kg/m,87.54
Hexagonal bar,200.0,kg/m,96.99
