7-16各市电力消费量(2023年)-ElectricityConsumptionbyRegion(2023)-单位:亿千瓦时-地区-地区,7-16各市电力消费量(2023年)-ElectricityConsumptionbyRegion(2023)-Region-Region,7-16各市电力消费量(2023年)-ElectricityConsumptionbyRegion(2023)-全社会用电量ElectricityConsumption-全社会用电量ElectricityConsumption,7-16各市电力消费量(2023年)-ElectricityConsumptionbyRegion(2023)-第一产业PrimaryIndustryElectricityConsumption,7-16各市电力消费量(2023年)-ElectricityConsumptionbyRegion(2023)-第二产业SecondaryIndustryElectricityConsumption,7-16各市电力消费量(2023年)-ElectricityConsumptionbyRegion(2023)-第三产业TertiaryIndustryElectricityConsumption,7-16各市电力消费量(2023年)-ElectricityConsumptionbyRegion(2023)-(100millionkW·h)-#工业用电IndustrialElectricityConsumption,7-16各市电力消费量(2023年)-ElectricityConsumptionbyRegion(2023)-(100millionkW·h)-#城乡居民生活用电HouseholdElectricityConsumption
地  区,Region,"全社会
用电量


Electricity
 Consumption","第一产业

Primary 
Industry
 Electricity
 Consumption","第二产业

Secondary Industry
 Electricity
 Consumption","第三产业

 Tertiary Industry
 Electricity
 Consumption","#工业用电


Industrial
 Electricity
 Consumption","#城乡居民
生活用电

Household 
 Electricity
 Consumption"
地  区,Region,"全社会
用电量


Electricity
 Consumption","第一产业

Primary 
Industry
 Electricity
 Consumption","第二产业

Secondary Industry
 Electricity
 Consumption","第三产业

 Tertiary Industry
 Electricity
 Consumption","#工业用电


Industrial
 Electricity
 Consumption","#城乡居民
生活用电

Household 
 Electricity
 Consumption"
地  区,Region,"全社会
用电量


Electricity
 Consumption","第一产业

Primary 
Industry
 Electricity
 Consumption","第二产业

Secondary Industry
 Electricity
 Consumption","第三产业

 Tertiary Industry
 Electricity
 Consumption","#工业用电


Industrial
 Electricity
 Consumption","#城乡居民
生活用电

Household 
 Electricity
 Consumption"
地  区,Region,"全社会
用电量


Electricity
 Consumption","第一产业

Primary 
Industry
 Electricity
 Consumption","第二产业

Secondary Industry
 Electricity
 Consumption","第三产业

 Tertiary Industry
 Electricity
 Consumption","#工业用电


Industrial
 Electricity
 Consumption","#城乡居民
生活用电

Household 
 Electricity
 Consumption"
,,,,,,,
全省总计,Total,7966,132,5907,990,5836,937
济 南 市,Jinan,541,4,292,141,281,104
青 岛 市,Qingdao,623,11,338,166,324,109
淄 博 市,Zibo,435,3,349,40,347,43
枣 庄 市,Zaozhuang,212,2,147,31,145,32
东 营 市,Dongying,409,7,352,27,350,23
烟 台 市,Yantai,618,17,470,69,465,62
潍 坊 市,Weifang,760,21,569,87,563,83
济 宁 市,Jining,432,7,282,69,279,74
泰 安 市,Tai'an,276,4,192,39,190,41
威 海 市,Weihai,183,5,115,35,112,28
日 照 市,Rizhao,298,7,234,29,233,28
临 沂 市,Linyi,633,12,438,84,432,98
德 州 市,Dezhou,311,8,212,45,208,46
聊 城 市,Liaocheng,709,9,605,43,602,51
滨 州 市,Binzhou,1179,8,1103,30,1100,39
菏 泽 市,Heze,318,9,180,54,176,76
,,,,,,,
,,,,,,,
注：本表数据为国网山东电力公司数据。,,,,,,,
a) Data in this table are provided by Shandong Electric Power Corporation.,,,,,,,
