NumberofEmployedPersonsattheYear-endbyThreeMajorIndustriesinShandongProvince-NumberofEmployedPersonsattheYear-endbyThreeIndustries,NumberofEmployedPersonsattheYear-endbyThreeMajorIndustriesinShandongProvince-NumberofEmployedPersonsattheYear-endbyThreeIndustries.1,NumberofEmployedPersonsattheYear-endbyThreeMajorIndustriesinShandongProvince-NumberofEmployedPersonsattheYear-endbyThreeIndustries.2,NumberofEmployedPersonsattheYear-endbyThreeMajorIndustriesinShandongProvince-NumberofEmployedPersonsattheYear-endbyThreeIndustries.3,NumberofEmployedPersonsattheYear-endbyThreeMajorIndustriesinShandongProvince-NumberofEmployedPersonsattheYear-endbyThreeIndustries.4,NumberofEmployedPersonsattheYear-endbyThreeMajorIndustriesinShandongProvince-NumberofEmployedPersonsattheYear-endbyThreeIndustries.5,NumberofEmployedPersonsattheYear-endbyThreeMajorIndustriesinShandongProvince-NumberofEmployedPersonsattheYear-endbyThreeIndustries.6,NumberofEmployedPersonsattheYear-endbyThreeMajorIndustriesinShandongProvince-NumberofEmployedPersonsattheYear-endbyThreeIndustries.7
Year,"Employed Persons  
(10 000 Persons)  
Total  
Employed  
Persons  
(10 000 Persons)",,,,Composition in Percentage (%) (Total = 100),Composition in Percentage (%) (Total = 100),Composition in Percentage (%) (Total = 100)
Year,"Employed Persons  
(10 000 Persons)  
Total  
Employed  
Persons  
(10 000 Persons)",,,,Composition in Percentage (%) (Total = 100),Composition in Percentage (%) (Total = 100),Composition in Percentage (%) (Total = 100)
Year,"Employed Persons  
(10 000 Persons)  
Total  
Employed  
Persons  
(10 000 Persons)",First Industry,Second Industry,"Tertiary  
Industry",First Industry,Second Industry,"Tertiary  
Industry"
Year,"Employed Persons  
(10 000 Persons)  
Total  
Employed  
Persons  
(10 000 Persons)",First Industry,Second Industry,"Tertiary  
Industry",First Industry,Second Industry,"Tertiary  
Industry"
Year,"Employed Persons  
(10 000 Persons)  
Total  
Employed  
Persons  
(10 000 Persons)",First Industry,Second Industry,"Tertiary  
Industry",First Industry,Second Industry,"Tertiary  
Industry"
Year,"Employed Persons  
(10 000 Persons)  
Total  
Employed  
Persons  
(10 000 Persons)",First Industry,Second Industry,"Tertiary  
Industry",First Industry,Second Industry,"Tertiary  
Industry"
Year,"Employed Persons  
(10 000 Persons)  
Total  
Employed  
Persons  
(10 000 Persons)",First Industry,Second Industry,"Tertiary  
Industry",First Industry,Second Industry,"Tertiary  
Industry"
,,,,,,,
1949,1859.3,,,,,,
1952,1897.2,,,,,,
1955,1959.7,,,,,,
1957,2150.4,,,,,,
1962,1981.2,,,,,,
1965,2146.0,,,,,,
1970,2606.0,,,,,,
1975,2925.0,,,,,,
1978,2969.8,2350.9,366.6,252.3,79.2,12.3,8.5
1980,3117.5,2458.1,382.5,276.9,78.9,12.3,8.9
1981,3192.4,2508.2,389.0,295.2,78.6,12.2,9.3
1982,3270.0,2520.8,442.2,307.0,77.1,13.5,9.4
1983,3795.1,2950.8,465.8,378.5,77.8,12.3,10.0
1984,3563.7,2509.1,528.8,525.8,70.4,14.8,14.8
1985,3561.1,2438.6,705.3,417.2,68.5,19.8,11.7
1986,3651.2,2431.1,776.0,444.1,66.6,21.3,12.2
1987,3765.7,2422.6,848.2,494.9,64.3,22.5,13.1
1988,3887.1,2474.5,905.1,507.5,63.7,23.3,13.1
1989,3940.3,2527.6,902.6,510.1,64.2,22.9,13.0
1990,4043.2,2585.7,922.5,535.0,64.0,22.8,13.2
1991,4219.3,2708.0,958.7,552.6,64.2,22.7,13.1
1992,4302.6,2705.1,1000.8,596.7,62.9,23.3,13.9
1993,4379.3,2689.9,1070.4,619.0,61.4,24.4,14.1
1994,4382.1,2541.6,1098.0,742.5,58.0,25.1,16.9
1995,5207.4,2832.3,1305.5,1069.6,54.4,25.1,20.5
1996,5227.4,2788.0,1286.1,1153.3,53.3,24.6,22.1
1997,5256.0,2812.5,1311.9,1131.6,53.5,25.0,21.5
1998,5287.6,2837.3,1245.8,1204.5,53.7,23.6,22.8
1999,5314.7,2811.7,1245.7,1257.3,52.9,23.4,23.7
2000,5386.7,2806.5,1292.8,1287.4,52.1,24.0,23.9
2001,5430.9,2791.5,1336.0,1303.4,51.4,24.6,24.0
2002,5510.2,2755.1,1394.1,1361.0,50.0,25.3,24.7
2003,5541.0,2687.4,1446.2,1407.4,48.5,26.1,25.4
2004,5622.4,2642.5,1529.3,1450.6,47.0,27.2,25.8
2005,5689.2,2582.9,1587.3,1519.0,45.4,27.9,26.7
2006,5756.3,2527.0,1640.5,1588.7,43.9,28.5,27.6
2007,5803.6,2460.7,1688.9,1654.0,42.4,29.1,28.5
2008,5815.1,2378.4,1732.9,1703.8,40.9,29.8,29.3
2009,5844.7,2302.8,1782.6,1759.3,39.4,30.5,30.1
2010,5940.0,2257.2,1853.3,1829.5,38.0,31.2,30.8
2011,5915.0,2164.9,1881.0,1869.1,36.6,31.8,31.6
2012,5892.0,2068.1,1914.9,1909.0,35.1,32.5,32.4
2013,5840.0,1973.9,1915.5,1950.6,33.8,32.8,33.4
2014,5798.0,1878.6,1919.1,2000.3,32.4,33.1,34.5
2015,5773.0,1795.4,1922.4,2055.2,31.1,33.3,35.6
2016,5728.0,1706.9,1907.4,2113.6,29.8,33.3,36.9
2017,5693.0,1622.5,1907.2,2163.3,28.5,33.5,38.0
2018,5621.0,1534.5,1877.4,2209.1,27.3,33.4,39.3
2019,5561.0,1445.9,1851.8,2263.3,26.0,33.3,40.7
2020,5510.0,1372.0,1840.3,2297.7,24.9,33.4,41.7
2021,5475.0,1316.0,1850.0,2309.0,24.0,33.8,42.2
2022,5338.0,1284.0,1804.0,2250.0,24.1,33.8,42.2
2023,5370.0,1267.0,1818.0,2285.0,23.6,33.9,42.6
