RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsinCitiesofShandongProvince(2023)-RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsbyRegion(2023)-Unit:100millionyuan-Region-Region-Region-Region-Region-Region,RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsinCitiesofShandongProvince(2023)-RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsbyRegion(2023)-Region-Region-Region-Region-Region-Region,RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsinCitiesofShandongProvince(2023)-RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsbyRegion(2023)-TotalDeposits-TotalDeposits-TotalDeposits-BalanceYear-end-BalanceYear-end-BalanceYear-end,RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsinCitiesofShandongProvince(2023)-RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsbyRegion(2023)-TotalDeposits-TotalDeposits-TotalDeposits-Increase/DecreasefromYearBeginning-Increase/DecreasefromYearBeginning-Increase/DecreasefromYearBeginning,RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsinCitiesofShandongProvince(2023)-RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsbyRegion(2023)-HouseholdDeposits-HouseholdDeposits-HouseholdDeposits-BalanceYear-end-BalanceYear-end-BalanceYear-end,RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsinCitiesofShandongProvince(2023)-RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsbyRegion(2023)-HouseholdDeposits-HouseholdDeposits-HouseholdDeposits-Increase/DecreasefromYearBeginning-Increase/DecreasefromYearBeginning-Increase/DecreasefromYearBeginning,RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsinCitiesofShandongProvince(2023)-RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsbyRegion(2023)-TotalLoans-TotalLoans-TotalLoans-BalanceYear-end-BalanceYear-end-BalanceYear-end,RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsinCitiesofShandongProvince(2023)-RMBandForeignCurrenciesDepositsandLoansofFinancialInstitutionsbyRegion(2023)-(100millionyuan)-TotalLoans-TotalLoans-TotalLoans-Increase/DecreasefromYearBeginning-Increase/DecreasefromYearBeginning-Increase/DecreasefromYearBeginning
Region,Region,"Balance

Year-end","Increase/  
Decrease from  
Year Beginning","Balance

Year-end","Increase/  
Decrease from  
Year Beginning","Balance

Year-end","Increase/  
Decrease from  
Year Beginning"
Region,Region,"Balance

Year-end","Increase/  
Decrease from  
Year Beginning","Balance

Year-end","Increase/  
Decrease from  
Year Beginning","Balance

Year-end","Increase/  
Decrease from  
Year Beginning"
Region,Region,"Balance

Year-end","Increase/  
Decrease from  
Year Beginning","Balance

Year-end","Increase/  
Decrease from  
Year Beginning","Balance

Year-end","Increase/  
Decrease from  
Year Beginning"
,,,,,,,
Total of the Whole Province,Total,159927.0,13805.4,97230.0,12198.6,138667.3,14465.3
Ji'nan City,Jinan,27952.8,2011.8,11870.7,1579.7,28756.6,2644.3
Qingdao City,Qingdao,27114.0,2075.5,12894.4,1813.1,30146.9,3157.3
Zibo City,Zibo,7542.3,673.6,5334.1,633.5,5270.7,554.1
Zaozhuang City,Zaozhuang,3315.4,385.2,2444.9,318.4,2690.5,377.2
Dongying City,Dongying,6017.6,664.8,3338.9,439.3,4176.1,452.9
Yantai City,Yantai,13345.2,1000.4,8585.4,1047.8,9121.3,1023.4
Weifang City,Weifang,13552.8,1200.7,9078.1,1090.5,10936.0,928.9
Jining City,Jining,8749.9,680.4,6390.6,792.8,7318.9,908.6
Tai'an City,Tai'an,6273.6,676.5,4596.4,560.3,4519.8,550.2
Weihai City,Weihai,6594.9,708.5,4370.0,556.6,5345.8,690.7
Rizhao City,Rizhao,4114.2,393.7,2643.0,318.8,4156.0,370.5
Linyi City,Linyi,10849.8,1052.7,7724.2,932.2,10028.1,1014.5
Dezhou City,Dezhou,6056.7,647.2,4608.5,563.3,3779.6,476.4
Liaocheng City,Liaocheng,6186.4,639.8,4540.8,525.6,3787.3,304.8
Binzhou City,Binzhou,4756.1,397.9,3019.8,368.0,3892.4,416.9
Heze City,Heze,7109.4,695.5,5790.0,659.0,4553.3,609.8
