山东省各市居民基本养老保险情况(2023年)-StatisticsonResidentsOld-ageInsurancebyRegion(2023)-地区-地区-地区,山东省各市居民基本养老保险情况(2023年)-StatisticsonResidentsOld-ageInsurancebyRegion(2023)-Region-Region-Region,山东省各市居民基本养老保险情况(2023年)-StatisticsonResidentsOld-ageInsurancebyRegion(2023)-参保人数(人)ContributorsatYear-end(person)-参保人数(人)ContributorsatYear-end(person)-参保人数(人)ContributorsatYear-end(person),山东省各市居民基本养老保险情况(2023年)-StatisticsonResidentsOld-ageInsurancebyRegion(2023)-达到领取待遇年龄参保人数NumberofParticipantsWhoHaveReachedthePrescribedAgeofBenefitEntitlement,山东省各市居民基本养老保险情况(2023年)-StatisticsonResidentsOld-ageInsurancebyRegion(2023)-基金收支情况(亿元)RevenueandExpense(100millionyuan)-基金收支情况(亿元)RevenueandExpense(100millionyuan)-基金收入Revenue,山东省各市居民基本养老保险情况(2023年)-StatisticsonResidentsOld-ageInsurancebyRegion(2023)-基金收支情况(亿元)RevenueandExpense(100millionyuan)-基金收支情况(亿元)RevenueandExpense(100millionyuan)-基金支出Expenses,山东省各市居民基本养老保险情况(2023年)-StatisticsonResidentsOld-ageInsurancebyRegion(2023)-基金收支情况(亿元)RevenueandExpense(100millionyuan)-基金收支情况(亿元)RevenueandExpense(100millionyuan)-累计结余BalanceatYear-end
地  区,Region,"参保人数
(人)
Contributors 
at Year-end
(person)","达到领取待遇
年龄参保人数
Number of Participants 
Who Have Reached 
the Prescribed Age of 
Benefit Entitlement","基金收入

Revenue","基金支出

Expenses","累计结余

Balance at Year-end"
地  区,Region,"参保人数
(人)
Contributors 
at Year-end
(person)","达到领取待遇
年龄参保人数
Number of Participants 
Who Have Reached 
the Prescribed Age of 
Benefit Entitlement","基金收入

Revenue","基金支出

Expenses","累计结余

Balance at Year-end"
地  区,Region,"参保人数
(人)
Contributors 
at Year-end
(person)","达到领取待遇
年龄参保人数
Number of Participants 
Who Have Reached 
the Prescribed Age of 
Benefit Entitlement","基金收入

Revenue","基金支出

Expenses","累计结余

Balance at Year-end"
地  区,Region,"参保人数
(人)
Contributors 
at Year-end
(person)","达到领取待遇
年龄参保人数
Number of Participants 
Who Have Reached 
the Prescribed Age of 
Benefit Entitlement","基金收入

Revenue","基金支出

Expenses","累计结余

Balance at Year-end"
,,,,,,
全省总计,Total,45662686,16947886,582,453,1785
济 南 市,Jinan,3120854,1120967,46,33,164
青 岛 市,Qingdao,2686978,1094937,52,49,118
淄 博 市,Zibo,1420834,690332,20,18,64
枣 庄 市,Zaozhuang,1929185,636004,24,17,64
东 营 市,Dongying,694561,296473,14,10,54
烟 台 市,Yantai,3132157,1289489,63,46,249
潍 坊 市,Weifang,4553333,1769400,57,46,216
济 宁 市,Jining,4455019,1517665,49,37,163
泰 安 市,Tai'an,2702911,1047677,29,24,59
威 海 市,Weihai,898748,399707,17,13,57
日 照 市,Rizhao,1372093,534680,18,13,60
临 沂 市,Linyi,5568289,2099637,57,46,143
德 州 市,Dezhou,3086137,1045383,30,23,81
聊 城 市,Liaocheng,3061082,1058736,34,26,112
滨 州 市,Binzhou,2100032,714343,26,17,69
菏 泽 市,Heze,4880473,1632456,45,35,113
