7-13各市万元GDP能耗-EnergyConsumptionper10000yuanGDPbyRegion-地区,7-13各市万元GDP能耗-EnergyConsumptionper10000yuanGDPbyRegion-Region,7-13各市万元GDP能耗-EnergyConsumptionper10000yuanGDPbyRegion-2019,7-13各市万元GDP能耗-EnergyConsumptionper10000yuanGDPbyRegion-2020,7-13各市万元GDP能耗-EnergyConsumptionper10000yuanGDPbyRegion-2021,7-13各市万元GDP能耗-EnergyConsumptionper10000yuanGDPbyRegion-2022,7-13各市万元GDP能耗-EnergyConsumptionper10000yuanGDPbyRegion-2023
地    区,Region,"比2018年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2018","比2019年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2019","比2020年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2020","比2021年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2021","比2022年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2022"
地    区,Region,"比2018年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2018","比2019年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2019","比2020年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2020","比2021年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2021","比2022年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2022"
地    区,Region,"比2018年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2018","比2019年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2019","比2020年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2020","比2021年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2021","比2022年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2022"
地    区,Region,"比2018年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2018","比2019年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2019","比2020年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2020","比2021年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2021","比2022年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2022"
地    区,Region,"比2018年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2018","比2019年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2019","比2020年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2020","比2021年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2021","比2022年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2022"
地    区,Region,"比2018年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2018","比2019年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2019","比2020年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2020","比2021年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2021","比2022年
上升或下降
(±%)
Increased or
 Decreased
Compared
 with 2022"
,,,,,,
全省总计,Total,(3),(2),(6),(4),(7)
济 南 市,Jinan,(7),(5),(8),(7),(5)
青 岛 市,Qingdao,(7),(5),(4),(1),(3)
淄 博 市,Zibo,(6),(1),(7),(14),(1)
枣 庄 市,Zaozhuang,(2),(5),(7),(6),(3)
东 营 市,Dongying,(4),(5),(6),(5),(8)
烟 台 市,Yantai,(3),5,(7),(4),(10)
潍 坊 市,Weifang,3,(6),(6),(7),(3)
济 宁 市,Jining,(4),(1),(7),(4),(6)
泰 安 市,Tai'an,(5),(2),(6),(5),(5)
威 海 市,Weihai,(7),(5),(4),(2),(9)
日 照 市,Rizhao,(3),(3),(9),(2),(3)
临 沂 市,Linyi,(4),(3),(5),(3),(7)
德 州 市,Dezhou,(6),4,(9),(13),(20)
聊 城 市,Liaocheng,8,(1),(7),(5),(6)
滨 州 市,Binzhou,(9),(7),(9),(8),(11)
菏 泽 市,Heze,(9),(2),(12),(5),(5)
,,,,,,
,,,,,,
注:1.本表使用等价折标系数折算标准煤。,,,,,,
2.按照《“十四五”节能减排综合工作方案》等文件通知要求，自2021年，计算本指标时扣除原料用能、可再生能源、,,,,,,
单列项目能耗数据。,,,,,,
a) Data of standard coal equivalent is calculated on the basis of the consumed heat value equivalent.,,,,,,
"b) According to the Comprehensive Work Plan for Energy Conservation and Emission Reduction for the ""14th Five-Year Plan""",,,,,,
"Period, the involved energy consumption for the calculation of this index since 2021 has not included energy used as raw material,",,,,,,
renewable energy and energy consumption used for projects listed separately.,,,,,,
