PopulationbyRegioninShandongProvince(2023)-PopulationbyRegion(2023)-Region-Region-Region-Region-Region,PopulationbyRegioninShandongProvince(2023)-PopulationbyRegion(2023)-Region-Region-Region-Region-Region.1,"PopulationbyRegioninShandongProvince(2023)-PopulationbyRegion(2023)-Year-endTotalPopulation(10,000persons)-Year-endTotalPopulation(10,000persons)-Year-endTotalPopulation(10,000persons)-Year-endTotalPopulation(10,000persons)-Year-endTotalPopulation(10,000persons)",PopulationbyRegioninShandongProvince(2023)-PopulationbyRegion(2023)-GroupedbyGender(10000persons)-GroupedbyGender(10000persons)-GroupedbyGender(10000persons)-GroupedbyGender(10000persons)-Male,PopulationbyRegioninShandongProvince(2023)-PopulationbyRegion(2023)-GroupedbyGender(10000persons)-GroupedbyGender(10000persons)-GroupedbyGender(10000persons)-GroupedbyGender(10000persons)-Female,PopulationbyRegioninShandongProvince(2023)-PopulationbyRegion(2023)-GroupedbyRuralandUrban(10000persons)-GroupedbyRuralandUrban(10000persons)-GroupedbyRuralandUrban(10000persons)-GroupedbyRuralandUrban(10000persons)-RuralPopulation,PopulationbyRegioninShandongProvince(2023)-PopulationbyRegion(2023)-GroupedbyRuralandUrban(10000persons)-GroupedbyRuralandUrban(10000persons)-GroupedbyRuralandUrban(10000persons)-GroupedbyRuralandUrban(10000persons)-UrbanPopulation,PopulationbyRegioninShandongProvince(2023)-PopulationbyRegion(2023)-AverageFamilySize(person/household)-AverageFamilySize(person/household)-AverageFamilySize(person/household)-AverageFamilySize(person/household)-AverageFamilySize(person/household)
Region,Region,"Year-end Total Population  
(10,000 persons)",Male,Female,Rural Population,Urban Population,Average Family Size (person/household)
Region,Region,"Year-end Total Population  
(10,000 persons)",Male,Female,Rural Population,Urban Population,Average Family Size (person/household)
,,,,,,,
Total of the Whole Province,Total,10122.97(10147.04),(5141.61),(5005.43),3489.31,6633.66,2.65
Ji'nan City,Jinan,943.67(825.30),(407.23),(418.07),233.24,710.43,2.64
Qingdao City,Qingdao,1037.15(854.78),(419.65),(435.12),225.05,812.1,2.45
Zibo City,Zibo,467.40(430.83),(213.52),(217.30),113.76,353.64,2.53
Zaozhuang City,Zaozhuang,380.98(422.40),(220.89),(201.51),145.79,235.19,2.78
Dongying City,Dongying,220.60(197.98),(98.16),(99.82),60.69,159.91,2.57
Yantai City,Yantai,703.22(640.44),(316.84),(323.60),216.4,486.82,2.27
Weifang City,Weifang,936.95(915.33),(459.49),(455.83),317.43,619.52,2.68
Jining City,Jining,824.05(888.41),(458.12),(430.29),304.45,519.6,2.93
Tai'an City,Tai'an,534.87(562.96),(284.13),(278.83),179.43,355.44,2.61
Weihai City,Weihai,291.36(254.38),(125.26),(129.12),79.6,211.76,2.29
Rizhao City,Rizhao,294.82(308.36),(156.69),(151.66),107.44,187.38,2.59
Linyi City,Linyi,1094.38(1198.83),(619.78),(579.05),457.89,636.49,2.76
Dezhou City,Dezhou,553.63(591.08),(299.89),(291.19),241.79,311.84,2.74
Liaocheng City,Liaocheng,585.93(642.18),(330.26),(311.93),258.98,326.95,2.81
Binzhou City,Binzhou,390.41(394.02),(198.78),(195.24),148.66,241.75,2.69
Heze City,Heze,863.55(1019.77),(532.90),(486.87),398.71,464.84,2.74
,,,,,,,
,,,,,,,
"Note: The total year-end population is estimated based on population sampling survey data, and the numbers in parentheses are from public security household registration statistics.",,,,,,,
a)  Data on total year-end population are estimated on the basis of the annual national sample survey of population.Data in the brackets are taken,,,,,,,
from the annual reports of public security departments.,,,,,,,
