"MainYearsEndofYearSocialInsuranceParticipationinShandongProvince-NumberofPersonsParticipatedinSocialInsuranceinMajorYears-Unit:10,000persons-Year-Year",MainYearsEndofYearSocialInsuranceParticipationinShandongProvince-NumberofPersonsParticipatedinSocialInsuranceinMajorYears-UrbanBasicPensionInsurance-UrbanBasicPensionInsurance,MainYearsEndofYearSocialInsuranceParticipationinShandongProvince-NumberofPersonsParticipatedinSocialInsuranceinMajorYears-EnterpriseBasicPensionInsurance,MainYearsEndofYearSocialInsuranceParticipationinShandongProvince-NumberofPersonsParticipatedinSocialInsuranceinMajorYears-InstitutionandGovernmentAgency'sPensionInsurance,MainYearsEndofYearSocialInsuranceParticipationinShandongProvince-NumberofPersonsParticipatedinSocialInsuranceinMajorYears-MedicalCareInsurance-MedicalCareInsurance,MainYearsEndofYearSocialInsuranceParticipationinShandongProvince-NumberofPersonsParticipatedinSocialInsuranceinMajorYears-UnemploymentInsurance-UnemploymentInsurance,MainYearsEndofYearSocialInsuranceParticipationinShandongProvince-NumberofPersonsParticipatedinSocialInsuranceinMajorYears-WorkInjuryInsurance-WorkInjuryInsurance,MainYearsEndofYearSocialInsuranceParticipationinShandongProvince-NumberofPersonsParticipatedinSocialInsuranceinMajorYears-(10000persons)-MaternityInsurance-MaternityInsurance
Year,"Urban Basic
Pension Insurance","Enterprise Basic
Pension Insurance",Institution and Government Agency's Pension Insurance,"Medical
Care
Insurance","Unemployment  
Insurance","Work Injury
Insurance","Maternity  
Insurance"
Year,"Urban Basic
Pension Insurance","Enterprise Basic
Pension Insurance",Institution and Government Agency's Pension Insurance,"Medical
Care
Insurance","Unemployment  
Insurance","Work Injury
Insurance","Maternity  
Insurance"
Year,"Urban Basic
Pension Insurance","Enterprise Basic
Pension Insurance",Institution and Government Agency's Pension Insurance,"Medical
Care
Insurance","Unemployment  
Insurance","Work Injury
Insurance","Maternity  
Insurance"
Year,"Urban Basic
Pension Insurance","Enterprise Basic
Pension Insurance",Institution and Government Agency's Pension Insurance,"Medical
Care
Insurance","Unemployment  
Insurance","Work Injury
Insurance","Maternity  
Insurance"
Year,"Urban Basic
Pension Insurance","Enterprise Basic
Pension Insurance",Institution and Government Agency's Pension Insurance,"Medical
Care
Insurance","Unemployment  
Insurance","Work Injury
Insurance","Maternity  
Insurance"
,,,,,,,
2000,972.2,757.6,214.6,255.5,715.0,279.4,325.5
2005,1302.5,1027.4,275.1,861.5,771.1,578.7,461.2
2006,1368.0,1086.2,281.8,996.1,789.7,647.3,488.8
2007,1455.7,1165.4,291.6,1115.9,814.9,745.0,563.3
2008,1565.8,1266.1,299.7,1266.2,864.1,865.0,638.0
2009,1661.0,1352.1,308.9,2540.2,899.5,1064.6,703.0
2010,1773.0,1459.5,313.5,2770.6,931.2,1211.2,774.1
2011,1907.1,1589.4,317.6,2947.8,964.9,1276.1,857.8
2012,2063.2,1739.8,323.4,3101.2,1009.8,1339.6,919.0
2013,2259.6,1931.7,327.8,3647.9,1089.6,1371.9,974.4
2014,2370.2,2037.5,332.7,3988.0,1154.3,1421.5,1046.5
2015,2477.5,2138.5,339.0,9235.8,1203.8,1473.5,1111.3
2016,2576.4,2224.2,352.2,9188.8,1222.9,1510.9,1139.1
2017,2660.9,2303.4,357.6,9295.7,1268.3,1569.1,1186.6
2018,2762.7,2399.5,363.2,9437.1,1318.5,1633.0,1235.4
2019,2868.0,2494.0,374.1,9569.6,1366.0,1710.7,1298.8
2020,3046.3,2655.3,391.0,9697.8,1466.1,1822.1,1534.3
2021,3226.7,2823.1,403.6,9732.4,1542.7,1921.9,1607.5
2022,3333.6,2921.2,412.4,9633.1,1593.5,2020.8,1646.9
2023,3424.1,3001.8,422.3,9654.7,1615.8,2045.6,1696.5
,,,,,,,
,,,,,,,
"Note: The number of persons participated in urban basic pension insurance includes the number of retired and separated personnel; since 2009, the number of persons participated in medical care insurance includes the number of persons participated in urban residents' medical insurance. Since 2015,",,,,,,,
The number of participants in medical insurance includes those merged from the New Rural Cooperative Medical Scheme.,,,,,,,
"a) Number of persons participated in urban basic pension insurance include retirees.Since 2009,number of persons participated in",,,,,,,
"medical care insurance include urban residents participated in medical care insurance. Since 2015,number or persons participated",,,,,,,
in medical care insurance included the new rural co-operative medical system incorporated into the personnel.,,,,,,,
